Year,Month,Date,Target,Category,Value,Item,Context,Method,Shop,Location
2024,6,2024-06-27,Living,Food,9837,Expense item 1082,Daily,AMEX - 5508,Netflix,Kita-Senju
2024,6,2024-06-27,Present,Enjoyment & Social Life,3491,Expense item 1083,Gift,Cash,Lawson,Shibuya
2024,6,2024-06-27,Present,Hobbies & Leisure,2611,Expense item 1084,Travel,Credit Card,Lawson,Online
2024,6,2024-06-27,Present,Hobbies & Leisure,1285,Expense item 1085,Personal,AMEX - 5508,Lawson,Tachikawa
2024,6,2024-06-28,Living,Basic Personal Care,2087,Expense item 1086,Personal,AMEX - 5508,Spotify,Tokyo
2024,6,2024-06-28,Living,Utilities & Services,4741,Expense item 1087,Personal,Suika,Amazon,Shinjuku
2024,6,2024-06-28,Present,Subscriptions,2116,Expense item 1088,Gift,Cash,Netflix,Shinjuku
2024,6,2024-06-28,Future,Transport,8893,Expense item 1089,Daily,Suika,Amazon,Shibuya
2024,6,2024-06-29,Living,Basic Personal Care,584,Expense item 1090,Work,Credit Card,FamilyMart,Tokyo
2024,6,2024-06-29,Living,Clothing,4771,Expense item 1091,Travel,Credit Card,Netflix,Kita-Senju
2024,6,2024-06-30,Present,Enjoyment & Social Life,6777,Expense item 1092,Travel,Cash,FamilyMart,Shinjuku
2024,6,2024-06-30,Living,Utilities & Services,6435,Expense item 1093,Personal,AMEX - 5508,Amazon,Online
2024,6,2024-06-30,Living,Clothing,4666,Expense item 1094,Personal,Cash,Lawson,Shibuya
2024,7,2024-07-01,Present,Enjoyment & Social Life,7225,Expense item 1095,Work,Suika,Vending Machine,Kita-Senju
2024,7,2024-07-01,Present,Hobbies & Leisure,1625,Expense item 1096,Daily,MASTER - 9031,Nikunohanamasa,Kita-Senju
2024,7,2024-07-03,Present,Enjoyment & Social Life,907,Expense item 1097,Personal,MASTER - 9031,Vending Machine,Tokyo
2024,7,2024-07-03,Present,Transport,3948,Expense item 1098,Gift,Credit Card,Vending Machine,Kita-Senju
2024,7,2024-07-04,Present,Subscriptions,3064,Expense item 1099,Daily,AMEX - 5508,UQ,Tachikawa
2024,7,2024-07-04,Present,Enjoyment & Social Life,4524,Expense item 1100,Daily,AMEX - 5508,Mall,Shibuya
2024,7,2024-07-04,Living,Food,824,Expense item 1101,Personal,AMEX - 5508,Amazon,Tokyo
2024,7,2024-07-05,Present,Hobbies & Leisure,3052,Expense item 1102,Daily,Suika,Lawson,Shinjuku
2024,7,2024-07-06,Living,Utilities & Services,9750,Expense item 1103,Daily,Cash,Mall,Shibuya
2024,7,2024-07-06,Present,Hobbies & Leisure,1214,Expense item 1104,Personal,Cash,Amazon,Tachikawa
2024,7,2024-07-06,Present,Enjoyment & Social Life,4953,Expense item 1105,Personal,AMEX - 5508,Mall,Tokyo
2024,7,2024-07-06,Present,Hobbies & Leisure,82,Expense item 1106,Personal,Suika,Netflix,Tachikawa
2024,7,2024-07-07,Present,Hobbies & Leisure,3345,Expense item 1107,Gift,MASTER - 9031,Amazon,Tokyo
2024,7,2024-07-07,Present,Hobbies & Leisure,45,Expense item 1108,Personal,Suika,Mall,Online
2024,7,2024-07-07,Present,Hobbies & Leisure,236,Expense item 1109,Daily,AMEX - 5508,Spotify,Tokyo
2024,7,2024-07-08,Present,Hobbies & Leisure,3236,Expense item 1110,Work,Cash,Amazon,Shinjuku
2024,7,2024-07-09,Living,Basic Personal Care,3233,Expense item 1111,Gift,AMEX - 5508,FamilyMart,Shinjuku
2024,7,2024-07-11,Present,Subscriptions,2479,Expense item 1112,Gift,MASTER - 9031,Amazon,Shibuya
2024,7,2024-07-11,Present,Transport,2823,Expense item 1113,Personal,Cash,Lawson,Shinjuku
2024,7,2024-07-11,Future,Clothing,12112,Expense item 1114,Work,Credit Card,Spotify,Online
2024,7,2024-07-12,Present,Enjoyment & Social Life,6162,Expense item 1115,Travel,MASTER - 9031,Spotify,Shibuya
2024,7,2024-07-12,Future,Clothing,1178,Expense item 1116,Work,MASTER - 9031,Vending Machine,Kita-Senju
2024,7,2024-07-12,Future,Clothing,13408,Expense item 1117,Work,AMEX - 5508,UQ,Tachikawa
2024,7,2024-07-12,Living,Food,555,Expense item 1118,Personal,Cash,Nikunohanamasa,Online
2024,7,2024-07-14,Living,Transport,2356,Expense item 1119,Travel,Suika,Netflix,Tachikawa
2024,7,2024-07-14,Future,Transport,12933,Expense item 1120,Daily,Cash,Spotify,Tokyo
2024,7,2024-07-17,Living,Food,11284,Expense item 1121,Daily,MASTER - 9031,Amazon,Online
2024,7,2024-07-17,Living,Utilities & Services,6859,Expense item 1122,Personal,MASTER - 9031,Lawson,Online
2024,7,2024-07-18,Present,Hobbies & Leisure,4133,Expense item 1123,Personal,Cash,Amazon,Online
2024,7,2024-07-18,Future,Transport,4042,Expense item 1124,Travel,AMEX - 5508,Spotify,Shinjuku
2024,7,2024-07-18,Present,Subscriptions,3365,Expense item 1125,Travel,MASTER - 9031,Nikunohanamasa,Tokyo
2024,7,2024-07-18,Living,Food,10188,Expense item 1126,Personal,MASTER - 9031,FamilyMart,Kita-Senju
2024,7,2024-07-19,Living,Food,880,Expense item 1127,Travel,Suika,Amazon,Shinjuku
2024,7,2024-07-20,Future,Transport,13856,Expense item 1128,Daily,AMEX - 5508,Seven,Shibuya
2024,7,2024-07-21,Future,Clothing,1008,Expense item 1129,Gift,Cash,FamilyMart,Tokyo
2024,7,2024-07-23,Living,Basic Personal Care,3525,Expense item 1130,Personal,Cash,Lawson,Kita-Senju
2024,7,2024-07-23,Present,Hobbies & Leisure,551,Expense item 1131,Work,Cash,FamilyMart,Online
2024,7,2024-07-23,Present,Hobbies & Leisure,975,Expense item 1132,Travel,Credit Card,Seven,Kita-Senju
2024,7,2024-07-23,Living,Utilities & Services,5635,Expense item 1133,Work,MASTER - 9031,Lawson,Tokyo
2024,7,2024-07-23,Future,Clothing,12165,Expense item 1134,Travel,Suika,Spotify,Tachikawa
2024,7,2024-07-23,Living,Food,8694,Expense item 1135,Daily,AMEX - 5508,FamilyMart,Kita-Senju
2024,7,2024-07-24,Living,Basic Personal Care,4678,Expense item 1136,Gift,MASTER - 9031,Spotify,Kita-Senju
2024,7,2024-07-24,Living,Basic Personal Care,1433,Expense item 1137,Travel,Suika,Vending Machine,Shinjuku
2024,7,2024-07-25,Future,Transport,4381,Expense item 1138,Gift,AMEX - 5508,Netflix,Tachikawa
2024,7,2024-07-25,Present,Enjoyment & Social Life,1865,Expense item 1139,Daily,AMEX - 5508,Mall,Kita-Senju
2024,7,2024-07-26,Living,Food,9383,Expense item 1140,Gift,Credit Card,Nikunohanamasa,Tachikawa
2024,7,2024-07-29,Living,Food,5707,Expense item 1141,Gift,AMEX - 5508,Nikunohanamasa,Tokyo
2024,7,2024-07-29,Present,Enjoyment & Social Life,6041,Expense item 1142,Gift,Suika,Mall,Shibuya
2024,7,2024-07-29,Living,Utilities & Services,4485,Expense item 1143,Daily,Cash,UQ,Shinjuku
2024,7,2024-07-31,Present,Hobbies & Leisure,3280,Expense item 1144,Work,Cash,Seven,Shinjuku
2024,8,2024-08-01,Living,Utilities & Services,1045,Expense item 1145,Personal,Suika,FamilyMart,Tachikawa
2024,8,2024-08-01,Future,Transport,9579,Expense item 1146,Travel,Cash,Spotify,Tokyo
2024,8,2024-08-01,Present,Hobbies & Leisure,5355,Expense item 1147,Work,MASTER - 9031,Netflix,Shinjuku
2024,8,2024-08-02,Present,Hobbies & Leisure,769,Expense item 1148,Work,Suika,UQ,Kita-Senju
2024,8,2024-08-03,Present,Enjoyment & Social Life,126,Expense item 1149,Gift,Suika,Lawson,Online
2024,8,2024-08-03,Living,Food,5888,Expense item 1150,Work,MASTER - 9031,Seven,Tachikawa
2024,8,2024-08-05,Present,Subscriptions,1896,Expense item 1151,Travel,Suika,FamilyMart,Tokyo
2024,8,2024-08-05,Present,Enjoyment & Social Life,1466,Expense item 1152,Personal,Cash,Mall,Tokyo
2024,8,2024-08-07,Living,Utilities & Services,10641,Expense item 1153,Personal,Suika,Seven,Tokyo
2024,8,2024-08-10,Future,Transport,3707,Expense item 1154,Gift,AMEX - 5508,Spotify,Shinjuku
2024,8,2024-08-12,Living,Food,6968,Expense item 1155,Daily,Suika,Mall,Tokyo
2024,8,2024-08-12,Living,Basic Personal Care,1493,Expense item 1156,Personal,Credit Card,Mall,Online
2024,8,2024-08-12,Living,Transport,11486,Expense item 1157,Personal,MASTER - 9031,Vending Machine,Shibuya
2024,8,2024-08-12,Present,Hobbies & Leisure,2795,Expense item 1158,Travel,Credit Card,Mall,Kita-Senju
2024,8,2024-08-13,Future,Clothing,763,Expense item 1159,Personal,MASTER - 9031,Netflix,Kita-Senju
2024,8,2024-08-13,Present,Hobbies & Leisure,1569,Expense item 1160,Work,MASTER - 9031,Spotify,Shinjuku
2024,8,2024-08-13,Living,Food,8872,Expense item 1161,Work,Credit Card,UQ,Online
2024,8,2024-08-13,Living,Basic Personal Care,2524,Expense item 1162,Personal,Credit Card,Lawson,Online
2024,8,2024-08-14,Living,Food,3122,Expense item 1163,Daily,MASTER - 9031,Seven,Kita-Senju
2024,8,2024-08-15,Present,Hobbies & Leisure,4057,Expense item 1164,Personal,MASTER - 9031,Vending Machine,Tachikawa
2024,8,2024-08-16,Present,Subscriptions,3218,Expense item 1165,Personal,Credit Card,UQ,Tachikawa
2024,8,2024-08-16,Present,Enjoyment & Social Life,6945,Expense item 1166,Travel,Credit Card,Spotify,Tokyo
2024,8,2024-08-17,Living,Food,6639,Expense item 1167,Travel,Cash,Mall,Tachikawa
2024,8,2024-08-18,Future,Clothing,3950,Expense item 1168,Work,Suika,Mall,Kita-Senju
2024,8,2024-08-19,Living,Basic Personal Care,3394,Expense item 1169,Personal,MASTER - 9031,FamilyMart,Online
2024,8,2024-08-19,Living,Transport,13489,Expense item 1170,Work,Credit Card,FamilyMart,Tachikawa
2024,8,2024-08-19,Future,Clothing,4604,Expense item 1171,Personal,Cash,Mall,Kita-Senju
2024,8,2024-08-20,Living,Clothing,8971,Expense item 1172,Travel,MASTER - 9031,Nikunohanamasa,Kita-Senju
2024,8,2024-08-20,Present,Enjoyment & Social Life,4863,Expense item 1173,Travel,MASTER - 9031,Lawson,Shinjuku
2024,8,2024-08-20,Present,Hobbies & Leisure,811,Expense item 1174,Work,Credit Card,Amazon,Shibuya
2024,8,2024-08-20,Living,Basic Personal Care,517,Expense item 1175,Gift,Suika,Amazon,Online
2024,8,2024-08-21,Future,Transport,7621,Expense item 1176,Travel,Cash,Seven,Online
2024,8,2024-08-22,Present,Hobbies & Leisure,5217,Expense item 1177,Work,MASTER - 9031,Lawson,Online
2024,8,2024-08-22,Present,Clothing,1126,Expense item 1178,Gift,Credit Card,Nikunohanamasa,Kita-Senju
2024,8,2024-08-23,Future,Transport,9290,Expense item 1179,Travel,Credit Card,Seven,Tokyo
2024,8,2024-08-23,Living,Utilities & Services,7214,Expense item 1180,Travel,Suika,Mall,Shibuya
2024,8,2024-08-23,Present,Subscriptions,811,Expense item 1181,Personal,Suika,FamilyMart,Online
2024,8,2024-08-23,Future,Clothing,14280,Expense item 1182,Personal,Suika,Lawson,Kita-Senju
2024,8,2024-08-24,Living,Basic Personal Care,1885,Expense item 1183,Daily,AMEX - 5508,Lawson,Shibuya
2024,8,2024-08-25,Present,Enjoyment & Social Life,11587,Expense item 1184,Personal,Suika,Vending Machine,Shinjuku
2024,8,2024-08-26,Present,Hobbies & Leisure,1202,Expense item 1185,Personal,Credit Card,Amazon,Shinjuku
2024,8,2024-08-26,Present,Transport,12899,Expense item 1186,Travel,AMEX - 5508,Vending Machine,Tachikawa
2024,8,2024-08-27,Living,Basic Personal Care,3054,Expense item 1187,Travel,AMEX - 5508,Mall,Tachikawa
2024,8,2024-08-27,Living,Transport,13523,Expense item 1188,Travel,AMEX - 5508,Seven,Online
2024,8,2024-08-28,Living,Utilities & Services,2712,Expense item 1189,Travel,Credit Card,Lawson,Kita-Senju
2024,8,2024-08-29,Living,Food,11610,Expense item 1190,Gift,MASTER - 9031,Spotify,Tachikawa
2024,8,2024-08-30,Present,Subscriptions,2982,Expense item 1191,Daily,Cash,Seven,Shibuya
2024,8,2024-08-31,Present,Enjoyment & Social Life,6690,Expense item 1192,Daily,AMEX - 5508,Nikunohanamasa,Online
2024,8,2024-08-31,Living,Food,4416,Expense item 1193,Travel,Cash,Mall,Shibuya
2024,8,2024-08-31,Living,Utilities & Services,5116,Expense item 1194,Work,Cash,Vending Machine,Tachikawa
2024,9,2024-09-01,Present,Clothing,9484,Expense item 1195,Gift,Suika,Lawson,Kita-Senju
2024,9,2024-09-01,Present,Clothing,3616,Expense item 1196,Daily,Cash,Mall,Kita-Senju
2024,9,2024-09-01,Living,Utilities & Services,3855,Expense item 1197,Travel,Suika,Netflix,Online
2024,9,2024-09-01,Present,Enjoyment & Social Life,12453,Expense item 1198,Work,Cash,Lawson,Shinjuku
2024,9,2024-09-02,Living,Basic Personal Care,1731,Expense item 1199,Work,Credit Card,Lawson,Tokyo
2024,9,2024-09-02,Living,Clothing,3447,Expense item 1200,Travel,AMEX - 5508,Lawson,Shinjuku
2024,9,2024-09-02,Living,Utilities & Services,1450,Expense item 1201,Daily,MASTER - 9031,UQ,Kita-Senju
2024,9,2024-09-03,Present,Hobbies & Leisure,2914,Expense item 1202,Personal,Cash,Lawson,Online
2024,9,2024-09-03,Present,Hobbies & Leisure,3168,Expense item 1203,Personal,Credit Card,Spotify,Kita-Senju
2024,9,2024-09-04,Present,Enjoyment & Social Life,227,Expense item 1204,Gift,Suika,Netflix,Shibuya
2024,9,2024-09-04,Present,Enjoyment & Social Life,8539,Expense item 1205,Gift,MASTER - 9031,Amazon,Kita-Senju
2024,9,2024-09-05,Present,Enjoyment & Social Life,1247,Expense item 1206,Work,Cash,Mall,Tachikawa
2024,9,2024-09-06,Living,Utilities & Services,3427,Expense item 1207,Gift,AMEX - 5508,Lawson,Shibuya
2024,9,2024-09-06,Living,Food,5265,Expense item 1208,Gift,MASTER - 9031,Seven,Shinjuku
2024,9,2024-09-06,Living,Transport,14433,Expense item 1209,Travel,Credit Card,Lawson,Shibuya
2024,9,2024-09-06,Future,Transport,3447,Expense item 1210,Daily,Cash,Seven,Shinjuku
2024,9,2024-09-07,Present,Transport,10068,Expense item 1211,Daily,AMEX - 5508,Netflix,Shibuya
2024,9,2024-09-08,Living,Utilities & Services,452,Expense item 1212,Personal,Suika,Vending Machine,Shinjuku
2024,9,2024-09-09,Living,Food,13152,Expense item 1213,Daily,MASTER - 9031,Mall,Tokyo
2024,9,2024-09-10,Future,Transport,14223,Expense item 1214,Gift,MASTER - 9031,Seven,Shinjuku
2024,9,2024-09-11,Present,Hobbies & Leisure,1633,Expense item 1215,Travel,Cash,Amazon,Shibuya
2024,9,2024-09-11,Living,Food,10774,Expense item 1216,Work,MASTER - 9031,Vending Machine,Shibuya
2024,9,2024-09-11,Living,Basic Personal Care,1715,Expense item 1217,Personal,Suika,UQ,Shibuya
2024,9,2024-09-12,Future,Transport,3962,Expense item 1218,Daily,MASTER - 9031,UQ,Online
2024,9,2024-09-12,Present,Hobbies & Leisure,1073,Expense item 1219,Gift,MASTER - 9031,Netflix,Online
2024,9,2024-09-12,Present,Enjoyment & Social Life,7678,Expense item 1220,Personal,AMEX - 5508,FamilyMart,Tachikawa
2024,9,2024-09-13,Present,Hobbies & Leisure,1522,Expense item 1221,Travel,AMEX - 5508,Nikunohanamasa,Tokyo
2024,9,2024-09-13,Living,Basic Personal Care,943,Expense item 1222,Gift,Cash,Mall,Kita-Senju
2024,9,2024-09-14,Living,Basic Personal Care,262,Expense item 1223,Travel,MASTER - 9031,Lawson,Tachikawa
2024,9,2024-09-14,Present,Hobbies & Leisure,352,Expense item 1224,Travel,AMEX - 5508,Lawson,Shinjuku
2024,9,2024-09-14,Living,Food,3370,Expense item 1225,Daily,AMEX - 5508,Netflix,Kita-Senju
2024,9,2024-09-15,Future,Clothing,9955,Expense item 1226,Work,AMEX - 5508,Seven,Kita-Senju
2024,9,2024-09-15,Present,Hobbies & Leisure,878,Expense item 1227,Gift,MASTER - 9031,Vending Machine,Online
2024,9,2024-09-16,Present,Transport,3505,Expense item 1228,Daily,Credit Card,Lawson,Tachikawa
2024,9,2024-09-16,Present,Transport,5710,Expense item 1229,Daily,Cash,Nikunohanamasa,Tachikawa
2024,9,2024-09-17,Present,Transport,6370,Expense item 1230,Gift,Cash,Nikunohanamasa,Shibuya
2024,9,2024-09-17,Present,Subscriptions,1076,Expense item 1231,Daily,Cash,Mall,Shinjuku
2024,9,2024-09-18,Present,Hobbies & Leisure,2647,Expense item 1232,Gift,MASTER - 9031,Spotify,Online
2024,9,2024-09-18,Present,Subscriptions,2186,Expense item 1233,Work,Suika,Amazon,Tachikawa
2024,9,2024-09-18,Living,Basic Personal Care,1810,Expense item 1234,Travel,Cash,Mall,Tachikawa
2024,9,2024-09-19,Living,Utilities & Services,6199,Expense item 1235,Work,AMEX - 5508,Netflix,Online
2024,9,2024-09-19,Living,Utilities & Services,3646,Expense item 1236,Daily,Suika,FamilyMart,Tachikawa
2024,9,2024-09-20,Living,Basic Personal Care,1824,Expense item 1237,Personal,Credit Card,UQ,Tokyo
2024,9,2024-09-21,Living,Utilities & Services,3610,Expense item 1238,Personal,Suika,Seven,Shibuya
2024,9,2024-09-22,Present,Hobbies & Leisure,1473,Expense item 1239,Travel,Cash,Spotify,Online
2024,9,2024-09-23,Living,Food,3375,Expense item 1240,Personal,Credit Card,Vending Machine,Kita-Senju
2024,9,2024-09-24,Present,Hobbies & Leisure,663,Expense item 1241,Daily,Cash,Vending Machine,Kita-Senju
2024,9,2024-09-24,Living,Basic Personal Care,760,Expense item 1242,Travel,AMEX - 5508,Mall,Shinjuku
2024,9,2024-09-24,Future,Transport,13446,Expense item 1243,Daily,AMEX - 5508,Netflix,Shibuya
2024,9,2024-09-25,Present,Clothing,1510,Expense item 1244,Gift,Suika,Vending Machine,Shinjuku
2024,9,2024-09-25,Living,Food,1856,Expense item 1245,Work,Credit Card,Nikunohanamasa,Shibuya
2024,9,2024-09-25,Living,Basic Personal Care,1121,Expense item 1246,Personal,MASTER - 9031,Seven,Shinjuku
2024,9,2024-09-26,Living,Food,9725,Expense item 1247,Work,Credit Card,Spotify,Online
2024,9,2024-09-26,Present,Hobbies & Leisure,978,Expense item 1248,Work,MASTER - 9031,Spotify,Tachikawa
2024,9,2024-09-26,Living,Utilities & Services,378,Expense item 1249,Work,MASTER - 9031,Nikunohanamasa,Kita-Senju
2024,9,2024-09-26,Living,Basic Personal Care,238,Expense item 1250,Personal,Cash,Netflix,Shibuya
2024,9,2024-09-28,Present,Hobbies & Leisure,2081,Expense item 1251,Daily,Suika,Nikunohanamasa,Kita-Senju
2024,9,2024-09-29,Present,Subscriptions,4431,Expense item 1252,Work,AMEX - 5508,Lawson,Shibuya
2024,9,2024-09-29,Living,Basic Personal Care,1753,Expense item 1253,Personal,Suika,UQ,Kita-Senju
2024,9,2024-09-30,Present,Clothing,11494,Expense item 1254,Travel,Suika,FamilyMart,Shibuya
2024,9,2024-09-30,Living,Utilities & Services,3708,Expense item 1255,Personal,Cash,Mall,Shibuya
2024,9,2024-09-30,Living,Basic Personal Care,709,Expense item 1256,Travel,Cash,Vending Machine,Shinjuku
2024,9,2024-09-30,Future,Transport,5663,Expense item 1257,Work,AMEX - 5508,Lawson,Kita-Senju
2024,9,2024-09-30,Present,Hobbies & Leisure,2392,Expense item 1258,Work,Cash,UQ,Shinjuku
2024,9,2024-09-30,Present,Subscriptions,1215,Expense item 1259,Work,Cash,FamilyMart,Tachikawa
2024,10,2024-10-01,Living,Utilities & Services,2744,Expense item 1260,Daily,AMEX - 5508,Seven,Online
2024,10,2024-10-02,Living,Utilities & Services,3762,Expense item 1261,Work,AMEX - 5508,Vending Machine,Shibuya
2024,10,2024-10-03,Future,Clothing,4628,Expense item 1262,Daily,Credit Card,Lawson,Shinjuku
2024,10,2024-10-03,Present,Subscriptions,1584,Expense item 1263,Travel,MASTER - 9031,FamilyMart,Shibuya
2024,10,2024-10-03,Present,Hobbies & Leisure,4354,Expense item 1264,Gift,Cash,Vending Machine,Shinjuku
2024,10,2024-10-04,Living,Basic Personal Care,551,Expense item 1265,Daily,Cash,Mall,Shinjuku
2024,10,2024-10-05,Living,Utilities & Services,931,Expense item 1266,Work,AMEX - 5508,Netflix,Kita-Senju
2024,10,2024-10-05,Living,Utilities & Services,930,Expense item 1267,Personal,AMEX - 5508,Netflix,Online
2024,10,2024-10-05,Present,Subscriptions,912,Expense item 1268,Daily,Cash,Vending Machine,Shinjuku
2024,10,2024-10-06,Present,Clothing,640,Expense item 1269,Work,AMEX - 5508,Vending Machine,Shibuya
2024,10,2024-10-06,Present,Hobbies & Leisure,621,Expense item 1270,Gift,AMEX - 5508,Mall,Tachikawa
2024,10,2024-10-06,Living,Food,7651,Expense item 1271,Gift,Suika,Netflix,Tokyo
2024,10,2024-10-07,Living,Food,2032,Expense item 1272,Work,Cash,Vending Machine,Tokyo
2024,10,2024-10-07,Future,Transport,8525,Expense item 1273,Travel,Cash,FamilyMart,Online
2024,10,2024-10-07,Present,Enjoyment & Social Life,3739,Expense item 1274,Travel,Cash,Vending Machine,Shinjuku
2024,10,2024-10-07,Present,Hobbies & Leisure,4080,Expense item 1275,Work,Credit Card,UQ,Kita-Senju
2024,10,2024-10-08,Living,Utilities & Services,2366,Expense item 1276,Gift,Cash,UQ,Shibuya
2024,10,2024-10-08,Living,Food,6944,Expense item 1277,Daily,AMEX - 5508,Lawson,Shibuya
2024,10,2024-10-08,Present,Hobbies & Leisure,3101,Expense item 1278,Travel,Credit Card,Nikunohanamasa,Kita-Senju
2024,10,2024-10-08,Living,Basic Personal Care,1423,Expense item 1279,Travel,Cash,Amazon,Tokyo
2024,10,2024-10-09,Present,Enjoyment & Social Life,3817,Expense item 1280,Work,Cash,FamilyMart,Kita-Senju
2024,10,2024-10-09,Living,Basic Personal Care,1869,Expense item 1281,Daily,Suika,Lawson,Tachikawa
2024,10,2024-10-11,Living,Food,8485,Expense item 1282,Daily,Cash,Netflix,Shibuya
2024,10,2024-10-11,Present,Enjoyment & Social Life,3827,Expense item 1283,Daily,MASTER - 9031,Netflix,Tachikawa
2024,10,2024-10-11,Living,Basic Personal Care,254,Expense item 1284,Work,AMEX - 5508,Amazon,Online
2024,10,2024-10-12,Present,Enjoyment & Social Life,4790,Expense item 1285,Work,Suika,Spotify,Tachikawa
2024,10,2024-10-12,Future,Transport,8446,Expense item 1286,Daily,Cash,FamilyMart,Shibuya
2024,10,2024-10-13,Living,Basic Personal Care,1922,Expense item 1287,Gift,Credit Card,Nikunohanamasa,Kita-Senju
2024,10,2024-10-13,Present,Enjoyment & Social Life,4306,Expense item 1288,Work,AMEX - 5508,FamilyMart,Shinjuku
2024,10,2024-10-13,Future,Transport,12136,Expense item 1289,Personal,Cash,Seven,Online
2024,10,2024-10-13,Present,Enjoyment & Social Life,2650,Expense item 1290,Work,Credit Card,FamilyMart,Shinjuku
2024,10,2024-10-13,Living,Food,6545,Expense item 1291,Work,Suika,Seven,Shinjuku
2024,10,2024-10-13,Present,Subscriptions,1362,Expense item 1292,Daily,Cash,Amazon,Tokyo
2024,10,2024-10-13,Living,Utilities & Services,2691,Expense item 1293,Travel,Cash,Nikunohanamasa,Online
2024,10,2024-10-14,Future,Clothing,6685,Expense item 1294,Travel,AMEX - 5508,Vending Machine,Kita-Senju
2024,10,2024-10-14,Living,Basic Personal Care,582,Expense item 1295,Daily,MASTER - 9031,FamilyMart,Shinjuku
2024,10,2024-10-14,Living,Basic Personal Care,1729,Expense item 1296,Travel,Cash,Mall,Online
2024,10,2024-10-14,Living,Transport,14532,Expense item 1297,Travel,Cash,Seven,Shibuya
2024,10,2024-10-14,Present,Subscriptions,1927,Expense item 1298,Travel,Suika,Mall,Tachikawa
2024,10,2024-10-14,Living,Clothing,6905,Expense item 1299,Travel,AMEX - 5508,Lawson,Shibuya
2024,10,2024-10-14,Present,Subscriptions,1975,Expense item 1300,Personal,Cash,Amazon,Shinjuku
2024,10,2024-10-14,Living,Food,2881,Expense item 1301,Gift,MASTER - 9031,Nikunohanamasa,Tokyo
2024,10,2024-10-15,Present,Subscriptions,893,Expense item 1302,Personal,AMEX - 5508,Amazon,Shinjuku
2024,10,2024-10-16,Future,Clothing,9429,Expense item 1303,Personal,AMEX - 5508,Netflix,Shinjuku
2024,10,2024-10-16,Future,Clothing,2044,Expense item 1304,Work,Credit Card,Amazon,Shibuya
2024,10,2024-10-16,Living,Utilities & Services,2606,Expense item 1305,Personal,Suika,Vending Machine,Tachikawa
2024,10,2024-10-17,Living,Transport,3856,Expense item 1306,Gift,AMEX - 5508,Amazon,Tokyo
2024,10,2024-10-17,Present,Hobbies & Leisure,4594,Expense item 1307,Travel,Suika,Lawson,Shibuya
2024,10,2024-10-19,Living,Clothing,14571,Expense item 1308,Gift,AMEX - 5508,Nikunohanamasa,Tachikawa
2024,10,2024-10-19,Living,Clothing,6502,Expense item 1309,Work,MASTER - 9031,Vending Machine,Tokyo
2024,10,2024-10-21,Living,Food,3610,Expense item 1310,Travel,Cash,Spotify,Shinjuku
2024,10,2024-10-21,Present,Enjoyment & Social Life,3867,Expense item 1311,Personal,MASTER - 9031,Vending Machine,Online
2024,10,2024-10-22,Living,Utilities & Services,3006,Expense item 1312,Personal,MASTER - 9031,Spotify,Shibuya
2024,10,2024-10-22,Living,Food,5858,Expense item 1313,Daily,Cash,FamilyMart,Tokyo
2024,10,2024-10-23,Living,Transport,9228,Expense item 1314,Personal,AMEX - 5508,Amazon,Shinjuku
2024,10,2024-10-23,Living,Food,3509,Expense item 1315,Work,Cash,Mall,Tachikawa
2024,10,2024-10-23,Living,Basic Personal Care,1104,Expense item 1316,Daily,Suika,Netflix,Shinjuku
2024,10,2024-10-24,Living,Basic Personal Care,1763,Expense item 1317,Daily,AMEX - 5508,Spotify,Kita-Senju
2024,10,2024-10-25,Living,Utilities & Services,1472,Expense item 1318,Travel,Suika,UQ,Kita-Senju
2024,10,2024-10-25,Living,Utilities & Services,2007,Expense item 1319,Gift,Suika,Lawson,Tokyo
2024,10,2024-10-25,Present,Clothing,3077,Expense item 1320,Travel,Cash,Amazon,Shibuya
2024,10,2024-10-25,Present,Hobbies & Leisure,4622,Expense item 1321,Personal,MASTER - 9031,Amazon,Shibuya
2024,10,2024-10-27,Present,Subscriptions,254,Expense item 1322,Personal,Cash,Nikunohanamasa,Tokyo
2024,10,2024-10-27,Living,Utilities & Services,2090,Expense item 1323,Travel,AMEX - 5508,Seven,Tokyo
2024,10,2024-10-28,Present,Enjoyment & Social Life,552,Expense item 1324,Personal,Credit Card,Amazon,Shinjuku
2024,10,2024-10-28,Living,Utilities & Services,2120,Expense item 1325,Work,AMEX - 5508,UQ,Tokyo
2024,10,2024-10-28,Future,Transport,2953,Expense item 1326,Work,MASTER - 9031,Amazon,Kita-Senju
2024,10,2024-10-28,Living,Basic Personal Care,1668,Expense item 1327,Daily,Credit Card,Vending Machine,Kita-Senju
2024,10,2024-10-28,Future,Clothing,6134,Expense item 1328,Personal,Credit Card,Amazon,Tachikawa
2024,10,2024-10-29,Living,Clothing,12196,Expense item 1329,Gift,MASTER - 9031,Seven,Kita-Senju
2024,10,2024-10-31,Present,Enjoyment & Social Life,4128,Expense item 1330,Personal,Cash,Spotify,Tachikawa
2024,10,2024-10-31,Present,Hobbies & Leisure,405,Expense item 1331,Daily,MASTER - 9031,Vending Machine,Tachikawa
2024,11,2024-11-01,Present,Subscriptions,1484,Expense item 1332,Daily,Cash,Seven,Tachikawa
2024,11,2024-11-02,Present,Enjoyment & Social Life,3330,Expense item 1333,Work,AMEX - 5508,UQ,Tachikawa
